model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 C Class,2015.0,15500,Automatic,32967.0,Diesel,30.0,64.2,2.1
 C Class,2014.0,14786,Automatic,41701.0,Diesel,20.0,64.2,2.1
 A Class,2016.0,10691,Manual,65631.0,Diesel,20.0,72.4,1.5
 C Class,2016.0,22491,Semi-Auto,26630.0,Diesel,20.0,67.3,2.1
 A Class,2019.0,23880,Semi-Auto,6515.0,Petrol,145.0,53.3,1.3
 CLS Class,2016.0,19499,Automatic,48017.0,Diesel,160.0,51.4,3.0
 GLE Class,2017.0,42995,Automatic,24901.0,Diesel,300.0,39.2,3.0
 C Class,2019.0,25649,Semi-Auto,8108.0,Petrol,145.0,46.3,1.5
 A Class,2020.0,26444,Automatic,6000.0,Petrol,145.0,28.5,2.0
 M Class,2013.0,14250,Semi-Auto,84413.0,Diesel,205.0,44.8,2.1
 A Class,2016.0,28652,Semi-Auto,21848.0,Petrol,200.0,40.9,2.0
 GLE Class,2018.0,41000,Automatic,21889.0,Diesel,150.0,36.7,3.0
 C Class,2019.0,25299,Semi-Auto,10185.0,Petrol,145.0,46.3,1.5
 M Class,2010.0,12995,Automatic,46000.0,Diesel,555.0,31.0,3.0
 E Class,2015.0,16500,Automatic,38411.0,Diesel,125.0,56.5,2.1
 GLE Class,2020.0,54995,Automatic,6700.0,Diesel,150.0,32.8,3.0
 C Class,2019.0,37321,Automatic,50.0,Diesel,145.0,54.3,1.6
 GLC Class,2016.0,27998,Semi-Auto,33062.0,Diesel,145.0,56.5,2.1
 E Class,2015.0,10000,Automatic,125160.0,Diesel,125.0,57.7,2.1
 SLK,2016.0,16480,Semi-Auto,30816.0,Diesel,30.0,70.6,2.0
 C Class,2019.0,29849,Semi-Auto,2303.0,Petrol,145.0,44.1,2.0
 A Class,2019.0,19980,Semi-Auto,16675.0,Diesel,145.0,68.9,1.5
 C Class,2015.0,17699,Automatic,56546.0,Hybrid,0.0,74.3,2.1
 A Class,2019.0,19599,Manual,13993.0,Petrol,145.0,28.5,1.3
 E Class,2016.0,16990,Automatic,67000.0,Diesel,30.0,65.7,2.0
 C Class,2019.0,25799,Semi-Auto,11056.0,Petrol,145.0,47.1,1.5
 A Class,2020.0,26999,Semi-Auto,1000.0,Diesel,145.0,67.3,1.5
 A Class,2017.0,15399,Automatic,14074.0,Diesel,145.0,74.3,1.5
 A Class,2015.0,11869,Manual,42379.0,Diesel,20.0,72.4,1.5
 E Class,2019.0,37699,Semi-Auto,7779.0,Diesel,145.0,48.7,3.0
 GLA Class,2017.0,18991,Automatic,30112.0,Petrol,145.0,43.5,2.0
 A Class,2017.0,16500,Automatic,17920.0,Diesel,20.0,74.3,1.5
 E Class,2018.0,30000,Semi-Auto,11574.0,Diesel,145.0,57.7,2.0
 B Class,2019.0,27249,Semi-Auto,7060.0,Diesel,145.0,54.3,2.0
 E Class,2016.0,19248,Automatic,42868.0,Diesel,145.0,53.3,3.0
 E Class,2017.0,19998,Semi-Auto,52570.0,Diesel,30.0,65.7,2.0
 C Class,2016.0,19991,Semi-Auto,35975.0,Diesel,20.0,67.3,2.1
 E Class,2019.0,25989,Automatic,3443.0,Diesel,145.0,67.3,2.0
 A Class,2015.0,12299,Manual,43610.0,Diesel,20.0,72.4,1.5
 C Class,2016.0,19995,Automatic,29000.0,Diesel,125.0,60.1,2.1
 C Class,2017.0,22900,Automatic,15384.0,Petrol,145.0,47.1,2.0
 A Class,2018.0,15121,Manual,9598.0,Diesel,145.0,72.4,1.5
 C Class,2020.0,65990,Semi-Auto,999.0,Petrol,145.0,28.0,4.0
 V Class,2018.0,24998,Manual,23275.0,Diesel,145.0,46.3,2.1
 GL Class,2014.0,15965,Automatic,34534.0,Petrol,200.0,42.8,2.0
 A Class,2019.0,21190,Semi-Auto,14703.0,Diesel,145.0,67.3,1.5
 SL CLASS,2016.0,19250,Automatic,19525.0,Diesel,30.0,70.6,2.1
 E Class,2019.0,24349,Semi-Auto,14522.0,Diesel,145.0,72.4,2.0
 X-CLASS,2019.0,30000,Automatic,10000.0,Diesel,260.0,35.8,2.3
 A Class,2019.0,18241,Automatic,15722.0,Diesel,145.0,65.7,1.5
 GLA Class,2018.0,22400,Semi-Auto,9481.0,Petrol,145.0,48.7,1.6
 C Class,2015.0,16617,Automatic,27080.0,Diesel,30.0,64.2,2.1
 A Class,2020.0,26980,Semi-Auto,9.0,Petrol,145.0,53.3,1.3
 A Class,2017.0,16065,Semi-Auto,12272.0,Diesel,145.0,74.3,1.5
 CLK,2002.0,3790,Automatic,98000.0,Petrol,325.0,24.6,5.0
 E Class,2018.0,19000,Automatic,32143.0,Diesel,145.0,72.4,2.0
 E Class,2019.0,25480,Semi-Auto,5944.0,Diesel,145.0,72.4,2.0
 C Class,2015.0,14490,Semi-Auto,42495.0,Petrol,125.0,52.3,2.0
 GLC Class,2020.0,49995,Semi-Auto,5000.0,Petrol,145.0,27.4,3.0
 M Class,1970.0,24999,Automatic,14000.0,Diesel,305.0,39.2,0.0
 SL CLASS,2019.0,58799,Automatic,183.0,Petrol,145.0,29.7,3.0
 GLC Class,2019.0,38520,Automatic,2600.0,Diesel,145.0,44.8,2.0
 E Class,2014.0,14999,Automatic,23685.0,Petrol,145.0,47.9,2.0
 GLC Class,2018.0,20850,Automatic,20000.0,Diesel,150.0,56.5,2.1
 GLC Class,2018.0,28860,Semi-Auto,7158.0,Petrol,145.0,43.5,2.0
 C Class,2013.0,9990,Semi-Auto,41842.0,Diesel,145.0,56.5,2.1
 A Class,2014.0,10498,Manual,73000.0,Diesel,0.0,78.5,1.5
 SL CLASS,2016.0,21481,Semi-Auto,29840.0,Petrol,145.0,47.1,2.0
 SL CLASS,2016.0,17391,Semi-Auto,14224.0,Diesel,30.0,70.6,2.1
 E Class,2020.0,39995,Semi-Auto,2103.0,Diesel,145.0,38.2,3.0
 C Class,2019.0,24980,Semi-Auto,2072.0,Petrol,145.0,47.9,2.0
 B Class,2017.0,12499,Manual,40219.0,Diesel,145.0,68.9,1.5
 C Class,2016.0,17779,Manual,17757.0,Petrol,125.0,53.3,2.0
 GLA Class,2018.0,19950,Automatic,18621.0,Diesel,145.0,56.5,2.1
 C Class,2019.0,24400,Automatic,6000.0,Diesel,145.0,60.1,1.6
 C Class,2017.0,22720,Automatic,14161.0,Diesel,145.0,67.3,2.1
 C Class,2015.0,14698,Semi-Auto,43331.0,Diesel,20.0,64.2,2.1
 A Class,2016.0,14999,Semi-Auto,19286.0,Petrol,125.0,53.3,1.6
 C Class,2019.0,19749,Semi-Auto,14517.0,Petrol,145.0,46.3,1.5
 CL Class,2019.0,26199,Semi-Auto,4280.0,Diesel,145.0,51.4,2.2
 C Class,2015.0,13999,Automatic,42492.0,Diesel,20.0,65.7,2.1
 C Class,2017.0,23111,Semi-Auto,24698.0,Petrol,145.0,47.1,2.0
 C Class,2019.0,32890,Semi-Auto,4025.0,Petrol,145.0,42.2,2.0
 C Class,2019.0,21290,Semi-Auto,14640.0,Diesel,145.0,61.4,2.0
 A Class,2019.0,23500,Semi-Auto,2500.0,Diesel,145.0,56.5,2.0
 A Class,2018.0,18972,Semi-Auto,24340.0,Petrol,145.0,52.3,1.6
 C Class,2016.0,17849,Semi-Auto,45557.0,Diesel,30.0,61.4,2.1
 GLC Class,2017.0,24790,Semi-Auto,28894.0,Diesel,145.0,56.5,2.1
 S Class,2017.0,38800,Automatic,18066.0,Diesel,145.0,52.3,2.9
 C Class,2016.0,18995,Manual,9098.0,Diesel,30.0,64.2,2.1
 A Class,2019.0,26099,Semi-Auto,487.0,Diesel,145.0,65.7,1.5
 GLC Class,2016.0,24495,Automatic,32018.0,Diesel,125.0,56.5,2.1
 A Class,2014.0,11499,Manual,43830.0,Diesel,20.0,70.6,1.5
 GLC Class,2016.0,22041,Semi-Auto,66559.0,Diesel,125.0,56.5,2.1
 CL Class,2016.0,18000,Automatic,65706.0,Diesel,125.0,58.9,2.1
 GLA Class,2015.0,17350,Semi-Auto,43894.0,Diesel,125.0,55.4,2.1
 E Class,2018.0,29172,Semi-Auto,7634.0,Diesel,145.0,70.6,2.0
 B Class,2019.0,21990,Manual,50.0,Petrol,145.0,44.8,1.3
 E Class,2009.0,3995,Automatic,131711.0,Diesel,300.0,27.7,3.0
 GLA Class,2017.0,19698,Semi-Auto,6631.0,Petrol,150.0,48.7,1.6
 C Class,2016.0,14750,Automatic,28612.0,Diesel,20.0,65.7,2.1
 E Class,2018.0,24220,Automatic,8138.0,Diesel,145.0,72.4,2.0
 C Class,2016.0,18099,Semi-Auto,17557.0,Diesel,20.0,64.2,2.1
 A Class,2016.0,14541,Manual,17474.0,Diesel,20.0,72.4,1.5
 C Class,2018.0,27725,Automatic,13037.0,Diesel,145.0,57.7,2.0
 GLC Class,2019.0,31980,Semi-Auto,5604.0,Petrol,145.0,34.0,2.0
 E Class,2016.0,19250,Semi-Auto,54126.0,Diesel,160.0,50.4,3.0
 C Class,2017.0,35149,Semi-Auto,9422.0,Petrol,145.0,35.3,3.0
 A Class,2017.0,15824,Semi-Auto,12050.0,Diesel,20.0,74.3,1.5
 GLA Class,2020.0,27300,Semi-Auto,100.0,Petrol,145.0,35.8,1.6
 B Class,2019.0,24490,Automatic,6000.0,Diesel,145.0,55.4,2.0
 B Class,2013.0,9995,Automatic,27500.0,Diesel,30.0,64.2,1.8
 V Class,2018.0,36498,Automatic,20527.0,Diesel,145.0,45.6,2.1
 A Class,2018.0,18298,Manual,25000.0,Diesel,145.0,68.9,1.5
 CL Class,2017.0,18000,Semi-Auto,35000.0,Petrol,125.0,53.3,1.6
 C Class,2015.0,14984,Semi-Auto,68647.0,Diesel,30.0,64.2,2.1
 GLA Class,2014.0,13447,Automatic,54146.0,Diesel,145.0,55.4,2.1
 E Class,2017.0,18990,Semi-Auto,25326.0,Diesel,145.0,72.4,2.0
 S Class,2015.0,22995,Semi-Auto,41472.0,Diesel,160.0,51.4,3.0
 E Class,2019.0,37900,Automatic,10190.0,Diesel,145.0,45.6,2.9
 GLA Class,2019.0,24449,Semi-Auto,10420.0,Petrol,145.0,50.4,1.6
 S Class,2016.0,24880,Automatic,75000.0,Hybrid,190.0,42.4,3.5
 C Class,2017.0,24999,Semi-Auto,21210.0,Diesel,145.0,65.7,2.1
 C Class,2014.0,16964,Automatic,20281.0,Diesel,30.0,64.2,2.1
 GLS Class,2019.0,47980,Semi-Auto,8274.0,Diesel,145.0,37.2,3.0
 CLS Class,2014.0,13995,Automatic,48500.0,Diesel,145.0,54.3,2.1
 E Class,2016.0,16200,Automatic,47380.0,Diesel,125.0,58.9,2.1
 C Class,2019.0,38995,Automatic,500.0,Petrol,145.0,29.7,3.0
 GLA Class,2018.0,21899,Semi-Auto,18122.0,Diesel,145.0,56.5,2.1
 GLA Class,2014.0,17000,Semi-Auto,21086.0,Diesel,145.0,55.4,2.1
 C Class,2015.0,17999,Semi-Auto,15566.0,Petrol,125.0,50.4,2.0
 C Class,2019.0,48491,Automatic,11347.0,Petrol,145.0,30.4,3.0
 B Class,2019.0,23980,Semi-Auto,169.0,Diesel,145.0,55.4,2.0
 GLC Class,2019.0,35394,Automatic,11190.0,Diesel,150.0,56.5,2.1
 A Class,2017.0,14999,Manual,21733.0,Diesel,145.0,68.9,1.5
 CL Class,2018.0,19995,Manual,11225.0,Petrol,145.0,51.4,1.6
 C Class,2019.0,26176,Semi-Auto,14232.0,Petrol,145.0,47.1,1.5
 A Class,2020.0,30231,Semi-Auto,4000.0,Hybrid,140.0,1.1,1.3
 A Class,2019.0,23495,Automatic,2633.0,Diesel,145.0,62.8,1.5
 A Class,2018.0,20389,Automatic,10427.0,Diesel,145.0,68.9,2.1
 A Class,2016.0,14162,Automatic,30792.0,Diesel,20.0,74.3,1.5
 C Class,2019.0,27980,Semi-Auto,10982.0,Petrol,145.0,44.1,1.5
 GLE Class,2016.0,32998,Semi-Auto,47181.0,Diesel,300.0,39.2,3.0
 C Class,2019.0,25849,Semi-Auto,13244.0,Diesel,145.0,61.4,2.0
 E Class,2017.0,31995,Semi-Auto,26869.0,Diesel,145.0,41.5,3.0
 E Class,2017.0,17700,Automatic,34786.0,Diesel,20.0,72.4,2.0
 GL Class,2014.0,24498,Automatic,67833.0,Diesel,325.0,35.3,3.0
 GLC Class,2016.0,24486,Automatic,22955.0,Diesel,125.0,56.5,2.1
 V Class,2019.0,46500,Automatic,2000.0,Diesel,145.0,36.7,2.0
 C Class,2019.0,23879,Manual,1000.0,Petrol,145.0,47.1,1.6
 SL CLASS,2015.0,29950,Automatic,28000.0,Petrol,325.0,31.0,4.7
 A Class,2019.0,24999,Automatic,2163.0,Petrol,145.0,53.3,1.3
 A Class,2019.0,33995,Automatic,3109.0,Petrol,150.0,35.8,2.0
 C Class,2014.0,10500,Manual,91430.0,Diesel,20.0,68.9,2.1
 A Class,2017.0,15122,Manual,15036.0,Petrol,125.0,51.4,1.6
 A Class,2018.0,16552,Semi-Auto,14230.0,Diesel,150.0,74.3,1.5
 B Class,2018.0,17995,Automatic,6025.0,Diesel,145.0,68.9,2.1
 A Class,2020.0,25298,Manual,20.0,Petrol,145.0,47.1,1.3
 CL Class,2020.0,29999,Semi-Auto,1100.0,Petrol,145.0,44.8,1.3
 GLE Class,2019.0,53199,Semi-Auto,2504.0,Diesel,145.0,32.8,3.0
 GLC Class,2015.0,22965,Automatic,18580.0,Diesel,125.0,56.5,2.1
 E Class,2017.0,20450,Automatic,26296.0,Diesel,150.0,61.4,2.1
 A Class,2018.0,21995,Semi-Auto,12236.0,Petrol,150.0,53.3,1.3
 B Class,2019.0,21590,Semi-Auto,7364.0,Diesel,145.0,55.4,2.0
 CLS Class,2016.0,17999,Automatic,47156.0,Diesel,125.0,57.7,2.1
 V Class,2018.0,18691,Automatic,20074.0,Diesel,150.0,48.7,2.1
 E Class,2016.0,15490,Automatic,31000.0,Diesel,125.0,61.4,2.1
 V Class,2019.0,45395,Automatic,500.0,Diesel,145.0,36.2,2.0
 GLC Class,2016.0,28998,Semi-Auto,16742.0,Diesel,145.0,56.5,2.1
 C Class,2016.0,14000,Automatic,45000.0,Diesel,20.0,65.7,2.1
 E Class,2013.0,12299,Automatic,88991.0,Diesel,200.0,47.1,3.0
 C Class,2019.0,35399,Semi-Auto,1152.0,Petrol,145.0,44.1,1.5
 C Class,2016.0,16215,Semi-Auto,43559.0,Diesel,20.0,64.2,2.1
 E Class,2017.0,22482,Automatic,18902.0,Diesel,145.0,65.7,2.0
 C Class,2016.0,17399,Semi-Auto,36074.0,Diesel,30.0,64.2,1.6
 GLE Class,2020.0,56995,Semi-Auto,4296.0,Diesel,145.0,32.5,2.9
 C Class,2016.0,17228,Semi-Auto,60677.0,Diesel,30.0,64.2,2.1
 A Class,2013.0,8498,Manual,75006.0,Diesel,20.0,72.4,1.5
 C Class,2016.0,16990,Automatic,29000.0,Diesel,30.0,64.2,2.1
 V Class,2019.0,39500,Automatic,1250.0,Diesel,145.0,44.8,2.2
 E Class,2017.0,20000,Automatic,26750.0,Diesel,150.0,65.7,2.0
 C Class,2019.0,23490,Automatic,16926.0,Petrol,145.0,45.6,1.5
 GLC Class,2019.0,41900,Semi-Auto,9107.0,Diesel,145.0,40.4,2.0
 A Class,2017.0,18298,Semi-Auto,7919.0,Diesel,145.0,68.9,2.1
 SL CLASS,2019.0,34639,Semi-Auto,1000.0,Petrol,145.0,47.1,2.0
 E Class,2016.0,15858,Automatic,64126.0,Diesel,20.0,72.4,2.0
 C Class,2017.0,19199,Semi-Auto,25639.0,Diesel,30.0,64.2,2.1
 GLE Class,2019.0,46650,Automatic,2515.0,Diesel,145.0,36.7,3.0
 E Class,2017.0,19500,Automatic,37132.0,Diesel,30.0,65.7,2.0
 B Class,2015.0,12995,Automatic,23200.0,Diesel,20.0,68.9,2.1
 GLA Class,2014.0,15898,Automatic,38004.0,Diesel,145.0,55.4,2.1
 A Class,2019.0,23900,Semi-Auto,12678.0,Petrol,145.0,53.3,1.3
 GLC Class,2019.0,30582,Semi-Auto,12972.0,Diesel,145.0,56.5,2.1
 GLA Class,2017.0,17800,Semi-Auto,10538.0,Diesel,20.0,67.3,2.1
 GLA Class,2015.0,14295,Manual,59280.0,Diesel,20.0,62.8,2.1
 A Class,2019.0,22596,Automatic,5382.0,Diesel,145.0,62.8,1.5
 A Class,2020.0,24109,Semi-Auto,1000.0,Diesel,145.0,67.3,1.5
 E Class,2019.0,32734,Semi-Auto,11458.0,Diesel,145.0,57.7,2.0
 SL CLASS,2019.0,30499,Semi-Auto,5494.0,Petrol,145.0,47.1,2.0
 A Class,2018.0,31299,Automatic,4396.0,Petrol,145.0,40.9,2.0
 C Class,2019.0,26899,Semi-Auto,2000.0,Petrol,145.0,45.6,1.5
 SL CLASS,2011.0,149948,Automatic,3000.0,Petrol,570.0,21.4,6.2
 C Class,2015.0,14490,Semi-Auto,58502.0,Diesel,20.0,64.2,2.1
 GLC Class,2017.0,24399,Semi-Auto,26844.0,Diesel,125.0,56.5,2.1
 C Class,2019.0,29900,Automatic,1000.0,Diesel,145.0,64.2,2.0
 M Class,2014.0,17995,Semi-Auto,43729.0,Diesel,300.0,39.2,3.0
 C Class,2016.0,14800,Semi-Auto,40620.0,Diesel,30.0,65.7,1.6
 S Class,2019.0,48896,Semi-Auto,9955.0,Diesel,145.0,52.3,3.0
 C Class,2019.0,26049,Semi-Auto,9612.0,Petrol,145.0,47.1,1.5
 E Class,2016.0,20049,Semi-Auto,24242.0,Diesel,20.0,72.4,2.0
 C Class,2015.0,18999,Automatic,22499.0,Diesel,30.0,64.2,2.1
 GLE Class,2016.0,23990,Semi-Auto,48036.0,Diesel,200.0,47.9,2.1
 A Class,2018.0,18798,Automatic,12697.0,Diesel,145.0,68.9,1.5
 GLC Class,2020.0,42995,Semi-Auto,999.0,Petrol,145.0,32.1,2.0
 GLC Class,2019.0,35159,Automatic,100.0,Diesel,145.0,47.9,2.0
 CLA Class,2016.0,13795,Automatic,55700.0,Diesel,20.0,67.3,2.1
 C Class,2016.0,19300,Automatic,18903.0,Diesel,30.0,64.2,2.1
 CL Class,2019.0,26449,Semi-Auto,9859.0,Diesel,145.0,51.4,2.2
 GLC Class,2017.0,29062,Automatic,23995.0,Diesel,145.0,47.9,3.0
 E Class,2017.0,19696,Automatic,26002.0,Diesel,145.0,65.7,2.0
 A Class,2019.0,26480,Automatic,2856.0,Petrol,145.0,47.9,1.3
 E Class,2015.0,18995,Automatic,7315.0,Diesel,160.0,50.4,3.0
 B Class,2015.0,10990,Automatic,39655.0,Diesel,20.0,67.3,1.5
 V Class,2018.0,19750,Automatic,15993.0,Diesel,145.0,48.7,2.1
 GLC Class,2017.0,27495,Semi-Auto,31654.0,Diesel,150.0,56.5,2.1
 GLS Class,2017.0,53000,Automatic,45239.0,Petrol,150.0,23.0,5.5
 E Class,2020.0,40411,Semi-Auto,2004.0,Diesel,145.0,42.8,2.0
 C Class,2019.0,29444,Automatic,15707.0,Diesel,145.0,61.4,2.0
 A Class,2018.0,21495,Automatic,3701.0,Diesel,145.0,67.3,1.5
 C Class,2015.0,10791,Manual,129000.0,Diesel,20.0,68.9,2.1
 GLS Class,2016.0,37500,Automatic,41013.0,Diesel,300.0,37.2,3.0
 GLA Class,2017.0,17990,Manual,27325.0,Petrol,145.0,48.7,1.6
 E Class,2019.0,26335,Semi-Auto,5690.0,Diesel,145.0,67.3,2.0
 S Class,2016.0,28980,Semi-Auto,31210.0,Diesel,200.0,47.9,3.0
 GLC Class,2020.0,44995,Automatic,6000.0,Diesel,145.0,40.9,2.0
 A Class,2013.0,9480,Manual,74114.0,Diesel,20.0,72.4,1.5
 A Class,2018.0,17699,Manual,6580.0,Petrol,145.0,51.4,1.6
 C Class,2017.0,27699,Semi-Auto,33475.0,Petrol,260.0,36.2,3.0
 C Class,2016.0,19999,Semi-Auto,24137.0,Petrol,125.0,51.4,2.0
 A Class,2017.0,16450,Manual,17000.0,Diesel,20.0,68.9,1.5
 GLA Class,2020.0,26400,Semi-Auto,266.0,Petrol,145.0,37.2,1.6
 GLE Class,2017.0,53989,Semi-Auto,6000.0,Petrol,145.0,23.9,5.5
 E Class,2015.0,25499,Automatic,42422.0,Petrol,555.0,28.8,5.5
 E Class,2020.0,39995,Semi-Auto,4499.0,Diesel,145.0,53.3,2.0
 A Class,2018.0,19499,Automatic,10413.0,Diesel,145.0,67.3,1.5
 C Class,2018.0,20489,Semi-Auto,16900.0,Diesel,145.0,61.4,2.1
 E Class,2019.0,37999,Semi-Auto,11588.0,Diesel,145.0,48.7,3.0
 B Class,2019.0,23979,Semi-Auto,5425.0,Diesel,145.0,55.4,2.0
 A Class,2016.0,13990,Manual,26000.0,Diesel,20.0,68.9,1.5
 C Class,2017.0,23990,Semi-Auto,29000.0,Petrol,145.0,43.5,2.0
 GL Class,2016.0,16499,Automatic,13144.0,Diesel,125.0,55.4,2.1
 B Class,2019.0,24995,Semi-Auto,3925.0,Diesel,145.0,55.4,2.0
 C Class,2019.0,30889,Automatic,8500.0,Diesel,145.0,61.4,2.0
 A Class,2016.0,15351,Manual,27744.0,Diesel,30.0,62.8,2.1
 CLA Class,2017.0,18790,Automatic,8423.0,Diesel,150.0,67.3,2.1
 C Class,2019.0,26000,Semi-Auto,6878.0,Petrol,150.0,47.1,1.5
 C Class,2019.0,31890,Semi-Auto,89.0,Diesel,145.0,54.3,1.6
 GLA Class,2016.0,17863,Automatic,28483.0,Diesel,125.0,56.5,2.1
 A Class,2019.0,24995,Semi-Auto,10846.0,Petrol,150.0,28.5,2.0
 GLA Class,2015.0,15900,Automatic,26619.0,Diesel,125.0,56.5,2.1
 CLA Class,2017.0,17000,Automatic,7392.0,Petrol,150.0,53.3,1.6
 B Class,2015.0,10999,Automatic,54349.0,Diesel,30.0,60.1,1.8
 SL CLASS,2016.0,18990,Semi-Auto,29799.0,Diesel,30.0,70.6,2.1
 GLA Class,2019.0,24999,Semi-Auto,1523.0,Diesel,145.0,64.2,2.1
 A Class,2018.0,23780,Semi-Auto,7939.0,Petrol,145.0,53.3,1.3
 A Class,2017.0,11750,Manual,52641.0,Petrol,125.0,52.3,1.6
 C Class,2019.0,29699,Semi-Auto,5766.0,Diesel,145.0,61.4,2.0
 A Class,2016.0,15200,Automatic,53500.0,Petrol,160.0,45.6,2.0
 E Class,2017.0,23499,Semi-Auto,40659.0,Diesel,145.0,65.7,2.0
 SLK,2016.0,15280,Semi-Auto,33534.0,Diesel,30.0,70.6,2.0
 CL Class,2019.0,27249,Semi-Auto,1000.0,Petrol,145.0,39.8,2.0
 C Class,2017.0,17500,Automatic,30297.0,Diesel,30.0,64.2,2.1
 A Class,2020.0,37080,Semi-Auto,2410.0,Petrol,145.0,35.8,2.0
 E Class,2018.0,35950,Automatic,5776.0,Diesel,145.0,42.8,3.0
 S Class,2018.0,38980,Automatic,11917.0,Diesel,145.0,52.3,3.0
 C Class,2015.0,16440,Semi-Auto,29286.0,Diesel,20.0,64.2,2.1
 C Class,2017.0,22532,Semi-Auto,20150.0,Petrol,145.0,47.1,2.0
 A Class,2019.0,24124,Semi-Auto,1637.0,Petrol,145.0,47.9,1.3
 CL Class,2017.0,17245,Automatic,17448.0,Diesel,145.0,68.9,2.1
 SL CLASS,2016.0,18690,Semi-Auto,22112.0,Diesel,30.0,70.6,2.1
 B Class,2019.0,27999,Semi-Auto,2475.0,Diesel,145.0,54.3,2.0
 C Class,2016.0,19298,Semi-Auto,27644.0,Diesel,30.0,64.2,2.1
 B Class,2014.0,9499,Automatic,63878.0,Diesel,30.0,60.1,1.8
 GLA Class,2017.0,21291,Semi-Auto,15830.0,Diesel,150.0,56.5,2.1
 E Class,2019.0,40349,Semi-Auto,12712.0,Diesel,145.0,39.2,3.0
 B Class,2019.0,23599,Automatic,5139.0,Diesel,145.0,60.1,1.5
 B Class,2011.0,3990,Automatic,90000.0,Petrol,240.0,40.9,1.5
 A Class,2020.0,21750,Manual,2896.0,Petrol,145.0,47.1,1.3
 GLC Class,2016.0,23998,Semi-Auto,42809.0,Diesel,125.0,56.5,2.1
 C Class,2012.0,10999,Automatic,41239.0,Petrol,160.0,44.8,1.6
 A Class,2020.0,25990,Semi-Auto,1399.0,Diesel,145.0,65.7,1.5
 C Class,2019.0,41880,Automatic,151.0,Petrol,145.0,29.7,3.0
 A Class,2017.0,14999,Manual,31350.0,Diesel,145.0,68.9,1.5
 C Class,2020.0,47980,Semi-Auto,4462.0,Petrol,145.0,29.7,3.0
 A Class,2018.0,18995,Automatic,10064.0,Diesel,145.0,65.7,1.5
 CL Class,2017.0,16991,Semi-Auto,43939.0,Diesel,20.0,70.6,2.1
 GLC Class,2019.0,35980,Semi-Auto,16.0,Diesel,145.0,44.8,2.0
 A Class,2017.0,14495,Semi-Auto,20675.0,Petrol,30.0,55.4,1.6
 C Class,2016.0,15000,Automatic,85040.0,Hybrid,0.0,122.8,2.0
 CL Class,2016.0,15999,Automatic,30185.0,Diesel,20.0,67.3,2.1
 C Class,2018.0,28480,Semi-Auto,3748.0,Petrol,145.0,44.1,1.5
 A Class,2018.0,16000,Automatic,23376.0,Diesel,150.0,74.3,1.5
 GL Class,2015.0,17721,Automatic,39970.0,Diesel,125.0,55.4,2.1
 C Class,2020.0,34500,Semi-Auto,100.0,Diesel,145.0,48.7,2.0
 E Class,2019.0,46899,Semi-Auto,1171.0,Diesel,145.0,47.1,3.0
 E Class,2013.0,12990,Automatic,56000.0,Diesel,200.0,47.1,3.0
 A Class,2013.0,8491,Automatic,97000.0,Diesel,30.0,65.7,1.8
 C Class,2019.0,27826,Automatic,6522.0,Petrol,145.0,44.1,2.0
 E Class,2013.0,13599,Automatic,15759.0,Diesel,125.0,58.9,2.1
 A Class,2019.0,17895,Automatic,14757.0,Diesel,145.0,68.9,1.5
 B Class,2013.0,9998,Semi-Auto,34837.0,Diesel,30.0,64.2,1.8
 CL Class,2017.0,18990,Semi-Auto,20799.0,Diesel,145.0,67.3,2.1
 A Class,2020.0,26000,Semi-Auto,4500.0,Petrol,145.0,53.3,1.3
 A Class,2019.0,24519,Semi-Auto,1000.0,Diesel,145.0,56.5,2.0
 CLS Class,2018.0,33990,Semi-Auto,10677.0,Diesel,145.0,48.7,2.9
 E Class,2020.0,44995,Automatic,6000.0,Diesel,145.0,70.6,2.0
 E Class,2017.0,21990,Semi-Auto,24000.0,Diesel,145.0,65.7,2.0
 CLA Class,2016.0,16000,Manual,33231.0,Petrol,125.0,51.4,1.6
 GLC Class,2019.0,34099,Semi-Auto,2632.0,Diesel,150.0,42.2,2.1
 B Class,2018.0,16299,Manual,6364.0,Petrol,145.0,49.6,1.6
 E Class,2016.0,17399,Automatic,35805.0,Diesel,20.0,72.4,2.0
 C Class,2019.0,25389,Semi-Auto,1839.0,Petrol,145.0,45.6,1.5
 A Class,2015.0,8491,Manual,124000.0,Diesel,20.0,70.6,1.5
 CLS Class,2016.0,21498,Semi-Auto,35474.0,Diesel,165.0,51.4,3.0
 GLC Class,2020.0,42900,Semi-Auto,1708.0,Petrol,145.0,31.7,2.0
 GLC Class,2016.0,19490,Semi-Auto,59442.0,Diesel,125.0,56.5,2.1
 A Class,2019.0,20998,Semi-Auto,3720.0,Petrol,150.0,28.5,1.3
 GLA Class,2016.0,19860,Semi-Auto,22064.0,Diesel,125.0,56.5,2.1
 C Class,2015.0,16299,Automatic,25958.0,Diesel,30.0,62.8,2.1
 E Class,2019.0,44399,Semi-Auto,7805.0,Petrol,145.0,32.5,3.0
 C Class,2016.0,19450,Manual,17097.0,Diesel,30.0,65.7,2.1
 SL CLASS,2016.0,33995,Automatic,35000.0,Petrol,330.0,31.0,4.7
 C Class,2019.0,26899,Semi-Auto,1308.0,Petrol,145.0,45.6,1.5
